molecule,smiles,qed,sas,logp,tpsa,validity,unique,novelty
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694c040>,COc1ccc(OC)c(Oc2cc(C)ccc2C(C)(C)C)c1,0.7857039518276093,1.9104118187252173,5.102020000000005,27.69,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694c200>,CCCCC=CCC(=O)O,0.4716861572636394,2.3757924435985913,2.2074999999999996,37.3,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694c270>,Oc1cccc2c(O)c3cocc3cc12,0.5860874562621442,2.749713083025741,2.997200000000001,53.60000000000001,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694c2e0>,c1cc2c(cc1C13CC4CC(CC(C4)C1)C3)OCO2,0.7587702427136743,3.511797694467507,3.8831000000000033,18.46,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694c3c0>,Cc1cc2c(=O)c(=O)c2c2ccc3cc2c(c2ccc(O)c1c2)=CO3,0.5042238319357757,4.6327398602286465,2.7299200000000017,63.6,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694c350>,O=CCc1ccc(C2=CCCC=C2)c2ccccc12,0.7394349953573973,2.6553209215464957,4.314600000000004,17.07,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694c430>,Cc1ccccc1OCC(=O)c1ccccc1O,0.8382988920413003,1.6431366929602405,2.9623200000000023,46.53,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694c4a0>,C#CCOC1(C(=O)O)CCCCCCCCCCC1,0.7910065077842585,3.086300732392594,3.764300000000002,46.53,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694c510>,O=CCCCOCc1cc(C(=O)O)ccc1O,0.556283247714605,2.289524192315188,1.5861,83.83,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694c580>,CCOC(c1ccccc1)C(O)c1ccc(CC)cc1,0.8573855481737584,2.6746261966631977,4.0602000000000045,29.46,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694c5f0>,COc1ccc(CCCCC(=O)O)c(OC)c1OC,0.7337801020877324,1.8969640322819146,2.5098000000000003,64.99000000000001,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694c660>,COc1cc(COCc2ccccc2)ccc1C(=O)O,0.877472872691055,1.657176524136375,3.1102000000000007,55.760000000000005,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694c6d0>,CCCC=CC(C)CCCC,0.503644541576366,2.9007403302935124,4.169000000000003,0.0,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694c740>,CCC1(CCCO)C(=O)c2ccccc2C1=O,0.8098140064494677,2.4893948960795083,2.2345,54.370000000000005,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694c820>,CC(C)(c1ccc(COCC2CO2)cc1)c1ccc(OCC2CO2)cc1,0.6441266528414891,3.0052354263520087,3.7055000000000025,43.519999999999996,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9a7ebb140>,CCC(CO)c1ccccc1C,0.7272959052933198,2.4226012756838387,2.4809200000000002,20.23,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694c7b0>,CCC1=CCCCC1C(C)(C)C1CCCCC1CC,0.5166313514310453,4.054970324840737,6.365500000000007,0.0,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694c890>,C=C(C)C(CCOC(=O)Oc1ccccc1)C(=O)O,0.48560344071701483,2.794254973023758,2.8690000000000007,72.83,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694c970>,COC(=O)C12Cc3ccccc3C1C(=O)C13C=CC=CCC1C(CCC3)C2,0.6965996402543858,5.2030086020402315,4.377300000000004,43.370000000000005,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694c900>,O=C(CC1CC2CC1C1OC21)Oc1ccccc1,0.4653806242571005,4.380972131171239,2.405500000000001,38.83,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694c9e0>,CC=Cc1ccc(OC(CC)CC(=O)O)c(OC)c1,0.8200521615773001,2.7007987600060055,3.360400000000002,55.760000000000005,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694ca50>,CC(C)OC(C)CCc1ccccc1,0.6941472722861589,2.335877147735756,3.4327000000000023,9.23,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694cac0>,O=C(O)C(=O)C1(c2ccccc2)CC1,0.7322050982784397,2.1501437435868755,1.3719000000000001,54.370000000000005,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694cb30>,CCCCCCCC(CCC)c1ccccc1O,0.5608890701327275,2.468406279716703,5.636400000000006,20.23,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694cba0>,C=CCC(C=C)CCC1CCCO1,0.569658946892872,3.667694959246446,3.323900000000002,9.23,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694cc10>,Cc1ccc2c(O)c3c(c(O)c2c1O)C1CCC3(C)C1,0.6379610822966977,4.52755199727246,3.803820000000003,60.69,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694cc80>,CCC(=O)c1cccc(C(O)C(O)CO)c1,0.6421666247302857,2.9334380122946975,0.6658999999999999,77.76,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694ccf0>,CC1(C)CCC(C)(C)c2cc(CCC(=O)O)c(O)cc21,0.8834287553358051,2.532321600906677,3.7584000000000017,57.53,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694cd60>,C=COCCCCCCCCC(CCCCCC)(OCC1CO1)C1CCCCC1,0.12530097535708729,3.731595999484714,7.5821000000000085,30.990000000000002,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694ce40>,C=C(C)C(O)Cc1cc(-c2coc3cc(O)ccc3c2=O)ccc1OC,0.6852545411432194,3.0039594834599423,3.6537000000000037,79.9,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694ceb0>,CCCc1ccc(C2CCC(C(=O)Oc3ccc(OCC)cc3)CC2)cc1,0.4507576750603395,1.991259097932696,5.917200000000006,35.53,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694cdd0>,COc1ccc(OC)c(C(C)(C)c2ccc(O)cc2)c1,0.9212076882973029,1.9737840471396897,3.7353000000000023,38.69,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694cf20>,COC1=CC(c2ccc(OC)cc2)C=C(CCCO)C1OC,0.7866492838509869,3.6719024145901598,3.0366000000000017,47.92,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694cf90>,CCC(C1=C(C)C=C(C)CC1)c1ccc(C)cc1C,0.6340369720786341,3.227471836929083,5.853640000000006,0.0,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694d070>,Cc1cc(C#CCC(=O)O)c(C2=Cc3ccc(C)cc3CC2)c(C#CCC(=O)O)c1,0.7497335113076011,3.4009729338370915,4.442640000000004,74.6,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694d000>,OCCC#Cc1ccc(CC2(O)CC2)cc1,0.7514483736505813,2.43461001380987,1.4878999999999998,40.46,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694d150>,CC(C)(C)c1ccc(O)c(CC(=O)CCC(CCC(=O)O)C(C(=O)O)C(=O)O)c1,0.4083393672649565,3.207798559242204,2.847899999999999,149.2,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694d0e0>,O=C(O)C1CCC(C(=O)O)(c2ccccc2)C1,0.8370810190555512,2.9693084500776017,1.8937,74.6,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694d1c0>,COc1cccc(CCC2=C(C)CCCC2=O)c1,0.806935889604688,2.1912461952226856,3.697300000000003,26.3,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694d230>,CCOC(=O)C1(C(=O)OCCc2ccccc2)CCCC1=O,0.5942232190338644,2.887523202299665,2.0747999999999998,69.67,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694d310>,C=CC(CC(=O)OC)C(C(=O)OC)C(=O)OCCc1cc(OC)c(OC)c(OC)c1,0.2153135793495409,3.403785513632082,1.9525999999999997,106.59000000000002,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694d2a0>,O=C1CCCc2ccc(OC3CCOC4(CCCC4)C3)cc21,0.8254253843380341,3.5474764812739963,4.076200000000004,35.53,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694d380>,C=C1C=C(C(C)(C)CC)C2=C1c1ccccc1C2,0.6827616074591683,3.0891609644534537,4.9287000000000045,0.0,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694d460>,CC(C)CCc1c(O)cc(Cc2ccccc2)c(O)c1CCc1ccccc1,0.4703466610123739,2.2839815831242003,6.062400000000008,40.46,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694d3f0>,C=C(C)COc1ccc(C(C)(C)C)cc1OCC(=C)C,0.6872756773508556,2.2988858969879544,4.893900000000005,18.46,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694d4d0>,C=C1CCCCCCCOC(=O)C1=C,0.43746254517485383,3.2799753725878285,2.9962000000000018,26.3,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694d540>,CCCCCCCCC(CCCCCCCC)(c1ccccc1)c1ccccc1,0.24942463328261996,1.9889555688028047,9.4739,0.0,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694d5b0>,CC(CCOc1cccc(Oc2ccccc2)c1)(C(=O)O)C(=O)O,0.7204205613662731,2.185595146125495,3.423300000000001,93.06000000000002,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694d620>,Cc1ccc2ccc3cccc4cc1c2cc34,0.3669189647352123,2.6024880114523974,4.892420000000003,0.0,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694d690>,COC(C)(CO)C(=O)OCc1ccccc1,0.7615757334717671,2.666122525288669,1.1272,55.760000000000005,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694d700>,CC(=O)C1Oc2c(cccc2C(C)C)C1=O,0.7154575655336674,3.1847900078061526,2.3427,43.370000000000005,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694d770>,CCCCCCCC1CCC(C2C=CC(OCCCC3CCCCC3CCCC)=CC2)CC1,0.22258497129199925,3.7763896138823565,10.406699999999994,9.23,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694d7e0>,CCCCCCc1ccc(CCCCCC)cc1,0.44862420178694823,1.4973430329784598,5.932200000000005,0.0,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694d850>,CCC(CC)c1ccccc1-c1ccccc1,0.664407967776238,1.726843975875095,5.2572000000000045,0.0,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694d930>,CCCCCC1CCC(c2ccc(CCc3ccc(CO)c(CO)c3)c(CO)c2)CC1,0.3993891286768534,2.545060488390643,5.80280000000001,60.69,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694d8c0>,C=CCc1ccc(CC)c(O)c1OC,0.7430825033102584,2.4412518407528676,2.6917000000000013,29.46,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694d9a0>,CCCc1ccc(C(O)C2(OCC)CCC2)cc1,0.8326597023190712,3.0258508046035804,3.6317000000000026,29.46,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694da10>,Cc1ccc(C)c(C2(C=O)COC2)c1,0.6642522061064903,2.830663986501854,1.7703399999999998,26.3,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694da80>,C=CCC(C)CCCCCCCCCC,0.3016421906718515,2.5277175084045957,5.729400000000006,0.0,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694daf0>,C=C1OC=C(c2ccccc2)O1,0.6279781588454424,2.8849890339353106,2.503,18.46,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694db60>,CCOc1ccccc1C(O)C(C)(OC)C(C)(C)C,0.8851438433261641,3.339355296213281,3.5699000000000027,38.69,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694dbd0>,CC(O)(CCCO)Cc1ccccc1,0.7494017518913013,2.459636911049367,1.7525999999999997,40.46,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694dc40>,COC(=O)c1ccc(C(O)C2(C)CCCO2)o1,0.8137153971278746,3.7697546039237553,1.6687,68.9,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694dcb0>,CC(=O)CC1(C)CCc2ccccc2C1=O,0.7613915595157333,2.839901196617342,2.8009000000000013,34.14,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694dd90>,CC(C(=O)O)c1cc(O)c2oc3cc(O)ccc3c(=O)c2c1O,0.42137126884438086,3.1842569878137876,2.251100000000001,128.2,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694dd20>,COC(=O)C=CCCc1ccco1,0.5247418517633157,2.3839736377427148,1.9414,39.44,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694de00>,CCCCC=CCCCCCCCCCCCCCCC(=O)O,0.21233783811245358,2.102562849896911,7.278800000000007,37.3,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694de70>,CCCC(C)(C)C#CCO,0.5798625412566111,3.2734178873855715,1.8084000000000002,20.23,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694df50>,CC(=O)OCCc1ccc(OCc2ccccc2)c(OCc2ccccc2)c1,0.4957830238920081,1.8086792144562835,4.950200000000004,44.760000000000005,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694dee0>,O=Cc1cc2ccccc2c(Oc2ccccc2)c1O,0.7226946929679178,2.0767417900863983,4.150200000000003,46.53,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694e030>,CC1=C(OCc2ccccc2)C(=O)C2C(C)(CCC3C(C)(C)CCCC32C)C1=O,0.6430186345996938,3.955930312140328,5.877900000000007,43.370000000000005,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694dfc0>,CCCC(O)C#CCCC12OCC(CO1)CO2,0.7519423520396218,5.317734090221048,1.278,47.92,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694e0a0>,C=C1C2CC3(O)CC(O)(C2)CC1(O)C3,0.4896620202303709,5.880835689323892,0.34339999999999976,60.69,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694e110>,CCCCCC(CCC)(C(=O)O)c1ccc(C)cc1,0.6895207954901416,2.746637517402455,4.697820000000004,37.3,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694e180>,COc1ccc(OC(C)C)c2c(OC(C)C)cc(=O)oc12,0.7906784160653617,2.3772460495819665,3.376000000000002,57.900000000000006,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694e1f0>,CCOC(=O)CCC1C=CC(O)C1,0.5283246762356728,3.4518884103898975,1.2667,46.53,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694e260>,Cc1cc2c3c(cccc3c1)-c1ccccc1C2(C)C,0.5023826641509161,2.0806307751485225,5.454520000000004,0.0,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694e2d0>,C#CC1(CCCCCCCCCCCCCCCC2(C(=O)O)CC2)CC1,0.22142101526030458,2.7715333883045457,7.116100000000007,37.3,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694e340>,C=CC(C)C(Cc1ccccc1C)C(C(=O)OCC)C(=O)OCC,0.39280672462540944,3.2973718194006754,3.718220000000003,52.60000000000001,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694e3b0>,CC1COC(C(C)c2cc3ccccc3o2)O1,0.7957675381620221,3.7218130690481894,3.2977000000000025,31.6,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694e420>,Cc1ccc(C(C)C)cc1OCc1cc(C(=O)O)co1,0.8951808650908686,2.207670760426401,3.988620000000002,59.67,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694e490>,Cc1cc2c3c(c(C)ccc3c1)C(O)C(C)(C)C2=O,0.7777496524481579,3.2577293900094864,3.7125400000000024,37.3,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694e500>,CCCCCCCCC(c1ccccc1)c1ccccc1O,0.5402021865623025,2.286948303106115,6.274700000000006,20.23,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694e570>,CCCCOC(=O)CCCOc1ccccc1,0.5133943732848709,1.5836549648860831,3.188900000000002,35.53,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694e5e0>,Cc1cc(O)ccc1-c1cccc(C=O)c1O,0.7768558000230967,2.176625010645795,2.88572,57.53,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694e6c0>,CCOC(=O)C(C(=O)OCC)C(CC(=O)c1ccccc1OC)c1cccc(OC)c1,0.3055071811374382,2.7637999766684445,3.802800000000003,88.13000000000001,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694e650>,CC1(CCCCCC(=O)O)C(=O)Oc2ccccc21,0.48615072115296454,2.867561012992496,2.8984000000000005,63.60000000000001,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694e730>,COc1ccc(-c2c(C)cc(C)cc2C)c(O)c1,0.8623157373239395,1.9011184087234696,3.9930600000000025,29.46,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694e810>,COc1cc2c(cc1OC)C1C(=O)c3ccc4c(c3OC1CO2)C=CC(C)(C)O4,0.7670582217520393,3.698437315485787,4.007900000000003,63.22000000000001,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694e7a0>,CCC(=O)Oc1ccc(C(=O)Oc2ccccc2)cc1,0.6319656083968523,1.6448680221120853,3.2212000000000014,52.60000000000001,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694e880>,Cc1coc2cccc(C3(CO)CC3)c12,0.8119024663439732,2.792203448474247,2.765120000000002,33.370000000000005,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694e8f0>,C=Cc1ccc(Oc2ccc(O)c(C=C)c2)cc1,0.8510378490533511,2.2452244757656707,4.470500000000004,29.46,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694e960>,COCOc1ccc2cccc(C=O)c2c1,0.5818288496299059,2.080282923508868,2.6350000000000007,35.53,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694e9d0>,COc1ccc2c(CC(=O)OC3Cc4ccccc4C3)coc2c1,0.687368928443708,2.3396675292647444,3.6945000000000023,48.67,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694ea40>,C=C=C(CCCCCCCC)CCCCCCCC,0.22974320790142366,2.4212540717296456,7.198900000000007,0.0,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694eab0>,C=CCC(OC(=O)C=C)c1ccccc1,0.4165089517851052,2.7810955303826166,3.0330000000000013,26.3,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694eb20>,CC(O)CCOc1cccc(C=O)c1,0.7247899489590839,2.457737502765344,1.6487999999999998,46.53,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694eb90>,C=COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC,0.0852973820622186,2.551031783192945,0.9589000000000076,110.76000000000003,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694ec70>,Cc1ccc(C(=O)C(C)Oc2ccc3c(C)cc(=O)oc3c2)cc1,0.5367348519379435,2.4553163571137393,4.060040000000003,56.510000000000005,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694ece0>,C=CC(c1ccc(Oc2ccc3c(c2)OCO3)cc1)c1cc2c(cc1OC)OCO2,0.522383410871832,3.019789166594613,5.262800000000004,55.38000000000001,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694ec00>,Cc1ccc(CCc2ccc(C)o2)o1,0.7420097374227839,2.249366739538292,3.2746400000000024,26.28,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694ed50>,COC(CC=O)c1ccc(C)cc1,0.6609778308453809,2.7038774363127995,2.2715200000000006,26.3,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694ee30>,COc1ccc2c(OC(=O)OCC(C)C)c3ccccc3c(OC(=O)OCC(C)C)c2c1,0.2406803575154544,2.591437109725236,6.3444000000000065,80.29,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694edc0>,COc1cccc(-c2cc(=O)c3c(O)cc(O)cc3o2)c1,0.756009916740462,2.1916519646303456,2.879800000000002,79.9,0.99,0.999,0.989
<rdkit.Chem.rdchem.Mol object at 0x7ef9c694eea0>,CC(C)Cc1ccc(C(O)C2CCCC2)cc1,0.8279995918684672,2.364436960452222,4.108700000000004,20.23,0.99,0.999,0.989
