molecule,smiles,qed,sas,logp,tpsa,validity,unique,novelty
<rdkit.Chem.rdchem.Mol object at 0x7f5087983c30>,CCCCCCCCOc1cccc2c1C(=O)OC(C)(C)O2,0.5151114976735378,2.3246064837376252,4.711200000000004,44.760000000000005,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f5087983ca0>,COc1ccccc1CC1(O)CCC(C(C)(C)C)CC1,0.8960125666022685,2.290415375811019,4.205100000000004,29.46,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f5087983d10>,CC(C)(C)c1ccc(Oc2ccc(CCO)cc2)cc1,0.8966281435090385,1.7072421690178121,4.311200000000005,29.46,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f5087983d80>,CCCCC(CC)Cc1ccc(C(O)c2ccc(CC)cc2)cc1,0.5915239502773106,2.7211789756833067,6.089600000000007,20.23,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f5087983df0>,C=CCCCCCc1ccc(-c2ccc(CCCCCC=C)cc2)cc1,0.2549871883804834,1.9732209992701826,7.931400000000007,0.0,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f5087983e60>,Cc1ccc(C(=O)CC2(CC(=O)O)CCCCCC2)cc1C,0.6337577383658777,2.2276376068714985,4.691540000000003,54.370000000000005,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f5087983ed0>,CCC(=O)OC1=COC=C(C=O)O1,0.4797389365991921,3.9175666730857497,0.8255999999999999,61.830000000000005,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6170040>,CCOC(=O)c1ccc2c(=O)c(OC)c(-c3ccc4c(c3)OCO4)oc2c1,0.6528411929193001,2.285843444355505,3.3740000000000023,84.20000000000002,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f5087983f40>,CCCCCCC(CCCCCCC(CCCC(=O)O)OC(C)=O)OCc1ccccc1,0.17052739337099893,3.1088258296578193,7.069400000000007,72.83,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a61700b0>,CCOc1cccc(OCC(=O)Cc2ccccc2)c1,0.7742444880358487,1.6898062463198187,3.275900000000002,35.53,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6170120>,Cc1cccc(C)c1C1OCCO1,0.6568257662160458,2.3437412053102804,2.34884,18.46,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6170200>,O=C(c1ccc2c(c1)CCC2)c1ccc2oc3ccccc3c2c1,0.4697615186887899,2.0341101604363896,5.305700000000004,30.21,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6170190>,CCCCCCC(CCCC)(OC(=O)c1ccccc1C(=O)O)C(C)C,0.3604439706600149,2.925442636222673,6.097000000000007,63.60000000000001,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6170270>,CCCC1=CC2CC(C)C=C3CC4C(C)CCC4CC3=C2O1,0.6078303759690366,5.076211901674,5.993200000000006,9.23,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a61702e0>,CCC(C)(OC)C(=O)c1ccc(C(=O)OC)o1,0.5818576372983796,3.2103573450676075,2.064,65.74000000000001,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6170350>,CCOC(=O)c1ccccc1-c1cccc(O)c1,0.8403396796829294,1.6413421228244953,3.235900000000002,46.53,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a61703c0>,COc1ccc(COCC2CC=C(c3ccc(OC)cc3)C2)cc1,0.7377499557699442,2.5676444463379493,4.714000000000005,27.69,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a61704a0>,CCCCC(CC)COC(=O)c1cccc(C(=O)O)c1C(=O)OCC(CC)CCCC,0.33391569574402596,3.1983948526712513,6.131200000000006,89.90000000000002,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6170430>,C=CC(=O)C(C1CO1)C(COC)C(C)(C)OC(=C)C,0.3657281211848203,4.643744881281601,2.3479,48.06,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6170510>,CC(C)OC(=O)C(C)OC(c1ccc(O)cc1)c1ccc(O)cc1,0.792340191559812,2.817695315468818,3.543900000000003,75.99000000000001,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6170580>,CC(O)Cc1cc2c(cc1O)CCC(C)(C)O2,0.8287466641909521,3.1294362079438622,2.419100000000001,49.69,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a61705f0>,COCCOCCOCCOCCOCCc1c(O)cccc1OC,0.45043450285782405,2.4030954669458726,1.6560999999999997,75.61000000000001,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6170660>,CC(C)C1C=CCC1,0.4550384015639395,3.2744197928426697,2.608600000000001,0.0,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a61706d0>,O=C1CC=CC2CCCC2C1,0.4842147705691554,3.8057538043706085,2.3218000000000005,17.07,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6170740>,CC1CCC(C(O)c2ccc3c(c2)CC(C)(C)O3)O1,0.8901353263060093,3.780111108585295,3.0010000000000017,38.69,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a61707b0>,C=CCC1(OC(C)=O)OCCc2ccccc21,0.5931743846775968,3.344787921990683,2.5513000000000003,35.53,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6170820>,CC#CCCC(=O)CC1COC1,0.5899064967118292,3.1251345684008447,1.3955,26.3,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6170900>,C=COC(=O)CCCCCc1ccc2ccc3cccc4ccc1c2c34,0.16866138848356885,2.4116191655770223,6.373600000000005,26.3,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6170890>,Cc1ccc(-c2ccc(C(C)CC(=O)O)cc2)cc1C,0.8829244644827868,2.195432013163943,4.548640000000003,37.3,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6170970>,CCCCCCC=CCCC=CCCC=CCCCCC(=O)O,0.24979005888175163,2.6229558568899183,6.830800000000007,37.3,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a61709e0>,CC#CC#CC(C)C,0.41195067738056396,3.71498745119404,1.6691,0.0,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6170a50>,CCC(C)C1c2ccccc2Oc2ccccc21,0.7173373555996637,2.653025005787013,4.970300000000004,9.23,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6170ac0>,O=C(c1ccc2c(c1)CCO2)c1ccccc1C1CC1,0.7895207818774946,2.0542107556036395,3.7299000000000033,26.3,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6170ba0>,CC1(C)CC(=O)C=C1c1ccc(-c2ccc(CC(=O)O)cc2)cc1,0.9101965286080236,2.312620174828135,4.363100000000004,54.370000000000005,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6170b30>,c1ccc2c(c1)CCCC1=C2OC2CCCCC12,0.6558080507209669,3.2661422915011915,4.323000000000003,9.23,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6170c10>,CCCCC1CC(O)(c2ccccc2)O1,0.8204529889674546,3.055491119844328,2.8108000000000017,29.46,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6170c80>,CCCOC(=O)OC1C=CC(C)C(C)C=CC(=O)OC1C,0.590708297999489,4.628725401808689,3.2481000000000018,61.83,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6170cf0>,COCCOc1ccccc1C(=O)c1cc(C)cc(C)c1,0.6007816927570513,1.8489760845781937,3.5596400000000026,35.53,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6170dd0>,Cc1ccc(C)c(C(=O)COC(=O)Cc2cccc3ccccc23)c1,0.5128101412758287,1.8742583867725262,4.425240000000004,43.370000000000005,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6170e40>,CCCOc1ccc(-c2ccc(-c3ccc(C(C)=O)cc3)cc2)cc1,0.5171636567071166,1.6245070054074127,6.012000000000006,26.3,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6170d60>,C=C(C)C(=O)OCC(=O)OC(C)(C)Cc1ccccc1,0.5918558691954886,2.2887029748786176,2.6702000000000012,52.60000000000001,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6170eb0>,CC12C=CC(C=C1)O2,0.4244733180108094,5.291017358588967,1.2698999999999998,9.23,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6170f20>,CC(=O)c1ccc2c(c1)OCCCO2,0.638655851432187,1.8533078933844465,2.0504999999999995,35.53,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6170f90>,Cc1cccc(C)c1C(C)(O)C1CCCCC1,0.8139004123618881,2.836992566016871,4.0912400000000035,20.23,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6171000>,CCOc1ccccc1OCC(=O)OC1CCC(C(C)(C)C)CC1,0.7125706688382427,2.149845203530777,4.612200000000004,44.760000000000005,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6171070>,CC=C(C=C1C(C)CCCC1(C)C)c1ccc(OC)cc1,0.6740312346553375,3.2839758690703604,5.871100000000006,9.23,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a61710e0>,COc1ccc(C(=O)C(CCOC=O)C(C)=O)cc1,0.3088491585120215,2.8193378132604447,1.6462,69.67,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a61711c0>,CCC1C(C)C(C(=O)OC)CCC1(C(=O)O)C(C)c1ccc(O)c(C)c1,0.7698771551111375,4.274618177285831,4.120420000000002,83.83,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6171150>,CC(CCOc1ccc2c(c1)C(C)(C)CCC2(C)C)C(=O)O,0.8693061307471317,2.8847143029431432,4.525200000000003,46.53,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6171230>,CC(=O)OC(C=O)C(=O)OCc1ccccc1,0.4305688185829177,2.739282909715726,0.8603999999999995,69.67,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6171310>,CCCCCCCCCCCCOc1ccc(-c2cc(=O)oc3c(O)c(O)ccc23)cc1,0.16791522642251022,2.3336413410581454,7.1709000000000085,79.9,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a61712a0>,C=CC=CCCOC(C)=O,0.33716166939844383,2.787495007701155,1.6818,26.3,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a61713f0>,CCOc1ccc(Oc2ccc(Oc3ccc(OC)c(C)c3)cc2C)cc1,0.4931697537861553,1.8537463414584003,6.295340000000005,36.92,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6171380>,C=C=C(C(=O)OCCC)C(O)(C(=O)OCCC)C(O)(O)C(=O)OCCC,0.1494532242131782,3.8351445513332454,-0.03070000000000006,139.59000000000003,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6171460>,COC(=O)C1C2C=CC1(C(=O)OC)CC2,0.5019656536214921,4.957711279372674,0.9147999999999998,52.60000000000001,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a61714d0>,Cc1ccc2ccc3c4ccc5c(c4ccc3c2c1)C=CC5,0.3452151620265659,2.350455191506285,6.023920000000005,0.0,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6171540>,C1=CCCC=CCCC=CCC1,0.472025009087713,2.9114427380933883,4.009200000000003,0.0,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a61715b0>,CCc1ccc(OCCc2coc3c2C=C(C(C)C)C(C)(C)C3)cc1,0.6361188372619319,2.9888929944184,6.085200000000006,22.37,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6171620>,COC(=O)CC=Cc1c(C)cccc1C,0.7075406854608779,2.30505056720917,2.879740000000001,26.3,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6171690>,CC=CCC1OC(C)(C)OC1CCCCCCCC,0.4212395924450684,3.41734049214942,5.223300000000005,18.46,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6171700>,Cc1c(C(=O)O)ccc2c1CCC2,0.7116710644028302,1.989401288470365,2.18192,37.3,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6171770>,COc1ccc(C2CC(=O)c3ccc(O)c(C)c3O2)cc1,0.9177438553166998,2.689274983398464,3.4157200000000025,55.760000000000005,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a61717e0>,CC(=O)CC(=O)OCCOc1cccc2ccccc12,0.46072509784310756,1.8949854310189682,2.740900000000001,52.60000000000001,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6171850>,CCCC1CC(=O)c2ccc(OC)cc2O1,0.7853346078521454,2.6339592385753825,2.8291000000000013,35.53,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a61718c0>,O=C(CC1CCOCC1)C1(c2ccccc2)CCCCC1,0.8257396052495545,2.3944649603825408,4.274300000000003,26.3,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6171930>,COc1ccccc1C(O)COCCOC(C)(C)C,0.7720818456525264,2.6587650321953546,2.560300000000001,47.92,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a61719a0>,CCC(C)(O)c1ccc2cc(O)ccc2c1,0.8091039463274509,2.6310036441697893,3.162900000000003,40.46,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6171a10>,Cc1c2cccccc-2c2c(C)cccc12,0.5054595937588505,1.8435377730071938,4.561440000000004,0.0,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6171a80>,Oc1cc(O)c2c(ccc3ccccc32)c1,0.5580897045435338,1.924721385047329,3.4042000000000012,40.46,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6171b60>,CC(C)c1cc(C(C)C)c(-c2ccc3ccccc3c2O)c(C(C)C)c1,0.5158581294826469,2.35425505826106,7.582600000000007,20.23,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6171af0>,CCOc1cccc(C(=O)c2cc3ccc(OC)cc3o2)c1,0.6658359495265437,1.943501379164779,4.071100000000004,48.67,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6171bd0>,CC1=CCC(CC2=C3C(CC2)OC2(CCCC2)C3C)C=C1,0.6221087126491426,5.086533161059097,5.337000000000006,9.23,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6171c40>,CCC(C(=O)OC)C(=O)c1ccc2c(c1)CCC2,0.4656394714291534,2.6311800353728128,2.557200000000001,43.370000000000005,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6171cb0>,Cc1ccc(O)cc1-c1ccc(O)cc1,0.7422434641782002,1.6907616902324882,3.0732200000000014,40.46,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6171d20>,C=C(C)COC1=CC(=O)c2ccccc21,0.7011410185202471,2.440966085836884,2.8165000000000013,26.3,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6171d90>,CCc1ccc(CC2(O)CCC(C)C(C)(C)C2)cc1,0.855373344252618,3.1684591423671273,4.368800000000005,20.23,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6171e00>,COc1ccc(COC(=O)C2CC=CCC2(C)O)cc1,0.6776973371834478,3.1841394557725096,2.455600000000001,55.760000000000005,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6171ee0>,COC(=O)C1C(=O)C(c2ccc(C#Cc3ccccc3)cc2)C(=O)CC1C,0.4689606195192768,3.454008419466213,3.1372000000000018,60.44,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6171e70>,CCC(C)Oc1ccc2cc(C#CCO)ccc2c1,0.8510011923417959,2.6848315016233624,3.360900000000002,29.46,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6171f50>,COC(C(=O)C1CC1)c1cccc(C)c1C,0.7762591804668552,2.8394669308830753,2.970040000000002,26.3,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6172030>,COc1cc2c(cc1C)OC(=Cc1ccc(OC)c(OC)c1)C2=O,0.8030559636801429,2.1932249968717645,3.6370200000000024,53.99000000000001,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6171fc0>,COC(=O)C(OC)(OC)c1c(OC)cccc1OC,0.5736447431195306,2.65317292542497,1.3224,63.22000000000001,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a61720a0>,CCOC(=O)c1cc(C(C)(C)CC(C)(C)C)ccc1O,0.8359790138317457,2.190021416693213,4.282700000000005,46.53,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6172110>,CC(=O)OC(CCC1C(C)CCCC=CC2CCCC21)C(C)C(C)(C)C,0.3973826233227408,4.846291493360507,6.789200000000007,26.3,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6172180>,CCCCCCCCCCCCC#CC#CCCCCCCC=O,0.17183757994568277,2.686256540253755,6.843700000000007,17.07,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a61721f0>,CCOc1ccc2c(c1)C(=C(O)c1ccccc1)c1ccccc1-2,0.5030224242694579,2.005633023770237,5.540300000000005,29.46,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6172260>,CC1=CCCC(C)=CC(C)(O)CC=CC1,0.5982568890444137,4.289510367584473,3.7602000000000033,20.23,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a61722d0>,COc1ccc(CC2CCCc3ccccc32)cc1OC,0.8288939568076291,2.3233343332178578,4.366400000000003,18.46,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a61723b0>,C=CC(c1ccc(C)cc1)(c1ccc(C)cc1)c1ccc(C)cc1,0.4012230735812567,2.056165508828162,6.132260000000006,0.0,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6172420>,CCc1cc(Cc2cc(C)c(CC)c(CC)c2OCC(O)CO)cc(C)c1OCC(O)CO,0.36673641221263725,3.624178167317652,3.045440000000002,99.38000000000001,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6172490>,C=CCOC(=O)Oc1ccc(-c2ccc(OC(=O)C(=C)C)cc2)cc1CC,0.22427879956766117,2.4318896541457136,5.098900000000005,61.83,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6172340>,CC(=O)C1=CCC(C)(OC2CCC(C)CC2)C=C1,0.7587262286799232,3.714204035372812,3.815700000000003,26.3,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6172570>,C=C(C)C(=O)OCC1=CCCC(COc2ccc(OC(=O)C(=C)C)cc2)=C1,0.3885990489778681,2.958877961838022,4.312800000000004,61.830000000000005,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6172500>,CCC1c2cc(O)ccc2Oc2ccc(O)c(O)c21,0.6850553344629143,3.12510992445839,3.4510000000000027,69.92,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a61725e0>,C=COC(C=C)COCCO,0.3367128214537084,3.9230018687550494,0.71,38.69,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6172650>,CCc1ccccc1OCCC1=COC(C)(C)O1,0.7958213917712132,2.7337303581186116,3.6422000000000025,27.69,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a61726c0>,C=CCCCCCCCCCCCCCCCC(O)CCCCCCCCC,0.12753473159470619,2.5706832218554574,9.525499999999997,20.23,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6172730>,CCOc1cc(OC)ccc1CCCO,0.7803158645896475,1.7683430089138064,2.0188,38.69,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a61727a0>,CCCCCCCCCCCCCC=COC(=O)CCCC(=O)O,0.20028675347458602,2.3671257904153578,5.999300000000006,63.60000000000001,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6172810>,CC(=O)c1ccccc1-c1cccc(C(=O)O)c1,0.8376240425206829,1.6056535798380693,3.2544000000000013,54.370000000000005,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6172880>,O=C(O)CCOC(c1ccco1)c1ccco1,0.833444854568255,2.6936502553099437,2.4532999999999996,72.81,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a61728f0>,Cc1cc(O)c(C(C)(C)C)cc1C(C)c1ccc(O)cc1,0.8267961925736471,2.7853716913515267,4.855520000000006,40.46,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6172960>,C=CCCC1(C(C)C)C=CC=CC1,0.5653687362763926,4.195619744005107,4.111100000000004,0.0,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6172a40>,CC(C)(C)CCCCc1ccc(O)c(O)c1CCCCC(C)(C)C(=O)O,0.3685206177057727,2.6387846734101483,5.680300000000006,77.76,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a61729d0>,O=Cc1cccc(OCC(=O)C23CC4CC(CC(C4)C2)C3)c1,0.7790979064080858,3.532631824728938,3.663400000000003,43.370000000000005,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6172ab0>,CC=CCCC=CCCC=CCCC=O,0.3135244459329071,3.1720948361563313,4.214400000000004,17.07,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6172b20>,C=C(CC(OCCC=O)c1ccccc1)C(C)=O,0.40222621252975566,3.1579043430651197,2.8686000000000007,43.370000000000005,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6172b90>,Cc1cc2c(CC(=O)O)c3oc(C)cc3c(O)c2o1,0.7390797978566637,2.933473795595523,3.128540000000001,83.81,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6172c00>,CCOC(=O)COc1c(C=O)cccc1OCC,0.5470409749371012,2.0362191182996074,1.8397,61.830000000000005,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6172c70>,Cc1cccc(CCCCCC2(C(=O)O)CC2)c1CCCCCC(C)(C)C,0.3968108742689786,2.5493573547694144,7.111720000000007,37.3,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6172ce0>,CCOc1ccc(OC(=O)CC)c2ccccc12,0.609098485696275,1.7975484576661245,3.5539000000000023,35.53,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6172d50>,C=CC(O)C(O)CCCO,0.4652067626189888,3.577333115813982,-0.3333,60.69,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6172dc0>,COCCOCCOc1ccc(CC(C)=O)cc1OC,0.6131810714218873,1.979692443743085,1.8684999999999996,53.99000000000001,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6172e30>,COc1ccc2c(=O)c(C(=O)C(C)=CC=CC=C(C)C)coc2c1,0.4629480781355455,2.8803453914026065,4.453000000000005,56.510000000000005,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6172ea0>,CCc1ccc(OC2CC(C)CC(C(C)C)C2)cc1,0.7324970997358162,3.0985877413864564,5.088600000000005,9.23,0.996,1.0,0.992
<rdkit.Chem.rdchem.Mol object at 0x7f50a6172f10>,Cc1c(OCCCCCOc2ccc(C(C)C)cc2)cccc1C(C)C,0.43338274099062946,2.0151843893582857,6.869920000000007,18.46,0.996,1.0,0.992
